transaction_id,customer_id,amount,customer_age,past_fraud_count,avg_spend,is_international,device_type,customer_region,category,merchant,transaction_time,is_fraud
T2452,C409,203.18,,0,83.82,0,pos,South,electronics,Starbucks,Jan 01 2024 21:35,0
T2453,C292,84.54,46.0,1,86.67,0,pos,North,food,BestBuy,Jan 01 2024 02:53,0
T2454,C106,3.09,23.0,0,67.46,0,mobile,North,food,Amazon,Jan 01 2024 18:14,0
T2455,C249,267.29,31.0,0,62.09,0,web,East,grocery,Starbucks,Jan 01 2024 00:56,0
T2456,C271,116.97,39.0,0,88.56,0,pos,West,shopping,BestBuy,Jan 01 2024 15:44,0
T2457,C263,112.86,23.0,0,108.38,1,pos,West,electronics,Starbucks,2024/01/01 00:52,0
T2458,C138,24.29,43.0,0,84.19,0,web,North,shopping,Amazon,2024-01-01 17:39:58,0
T2459,C319,107.55,56.0,0,157.93,1,pos,West,,Starbucks,Jan 01 2024 15:12,0
T2460,C207,50.07,29.0,0,125.4,0,web,West,food,Starbucks,2024/01/01 14:20,0
T2461,C441,105.34,52.0,1,20.46,0,web,South,shopping,,Jan 01 2024 20:35,0
T2462,C141,11.27,31.0,0,126.19,0,pos,East,travel,,01/01/2024 18:56,0
T2463,C172,107.25,39.0,0,130.28,0,web,East,shopping,BestBuy,2024-01-02 02:26:07,0
T2464,C458,744.17,68.0,0,78.26,0,web,East,food,,2024/01/01 04:31,0
T2465,C259,4.94,40.0,0,25.24,0,pos,South,grocery,Amazon,2024/01/01 06:52,0
T2466,C301,377.99,,1,100.4,0,mobile,East,shopping,Amazon,Jan 01 2024 20:55,0
T2467,C297,52.24,24.0,0,99.61,0,pos,East,,Starbucks,2024-01-01 00:52:38,0
T2468,C287,204.6,57.0,0,43.92,0,pos,North,electronics,Walmart,Jan 01 2024 06:36,0
T2469,C364,152.5,67.0,0,27.44,0,mobile,North,travel,BestBuy,2024/01/01 10:14,0
T2470,C369,83.71,42.0,0,95.62,0,web,East,food,BestBuy,Jan 02 2024 03:19,0
T2471,C129,134.11,30.0,0,88.35,0,pos,South,food,Starbucks,2024-01-01 04:18:05,0
T2472,C284,210.8,,0,79.14,1,mobile,South,grocery,BestBuy,Jan 01 2024 17:55,0
T2473,C113,51.78,58.0,0,95.83,0,mobile,South,travel,,2024-01-02 02:53:11,0
T2474,C282,39.61,27.0,0,44.86,0,pos,West,food,Walmart,01/01/2024 18:08,0
T2475,C210,110.14,26.0,0,78.26,0,pos,West,shopping,Amazon,2024/01/01 06:03,0
T2476,C432,164.95,32.0,0,126.67,1,mobile,South,food,BestBuy,2024/01/02 01:02,0
T2477,C374,143.67,69.0,0,82.5,0,pos,North,shopping,,02/01/2024 01:06,0
T2478,C151,159.86,19.0,1,16.4,0,mobile,West,food,BestBuy,2024/01/01 13:33,0
T2479,C311,57.2,42.0,0,76.37,0,pos,South,shopping,Starbucks,2024/01/01 01:59,0
T2480,C354,170.28,30.0,1,46.49,0,mobile,West,electronics,,01/01/2024 10:51,0
T2481,C412,12.81,51.0,0,113.36,0,pos,West,grocery,,01/01/2024 15:29,0
T2482,C383,78.63,68.0,0,115.94,1,pos,West,electronics,BestBuy,01/01/2024 01:38,0
T2483,C178,0.58,51.0,0,17.06,0,pos,West,shopping,Target,2024-01-01 07:30:40,0
T2484,C208,39.24,52.0,0,137.95,1,web,South,,Starbucks,Jan 01 2024 04:47,0
T2485,C186,45.64,55.0,0,44.39,0,pos,West,travel,Walmart,2024-01-01 18:18:59,0
T2486,C199,50.45,20.0,0,177.96,1,mobile,East,shopping,BestBuy,01/01/2024 03:33,0
T2487,C402,118.9,59.0,0,97.56,1,mobile,South,food,Walmart,Jan 01 2024 16:39,0
T2488,C153,49.19,23.0,1,37.68,0,web,South,food,Starbucks,Jan 01 2024 07:31,0
T2489,C345,59.55,65.0,0,42.9,0,web,South,travel,Target,01/01/2024 01:06,0
T2490,C226,27.12,66.0,1,117.4,0,web,West,,BestBuy,01/01/2024 22:43,0
T2491,C377,46.72,36.0,0,80.44,0,pos,South,shopping,Target,2024/01/02 02:31,0
T2492,C484,25.78,20.0,1,95.17,0,pos,North,food,Starbucks,01/01/2024 07:40,0
T2493,C387,7.6,35.0,0,180.64,0,mobile,East,grocery,Target,02/01/2024 02:27,0
T2494,C118,92.49,56.0,0,65.04,0,mobile,North,travel,Starbucks,Jan 01 2024 16:31,0
T2495,C207,110.33,26.0,0,103.0,0,pos,East,electronics,,2024-01-01 01:49:09,0
T2496,C356,96.62,69.0,0,170.99,1,mobile,East,electronics,,2024-01-02 00:27:46,0
T2497,C437,62.27,29.0,0,113.53,0,pos,West,grocery,Walmart,Jan 01 2024 19:37,0
T2498,C173,47.77,22.0,0,19.67,0,web,East,grocery,Starbucks,2024/01/01 03:33,0
T2499,C439,199.02,20.0,0,125.27,0,pos,East,travel,Walmart,2024/01/01 14:22,0
T2500,C185,73.21,28.0,0,41.85,0,pos,North,grocery,Target,02/01/2024 03:23,0
T2501,C307,65.24,,0,170.34,0,pos,East,,,01/01/2024 14:16,0
T2502,C266,2.6,21.0,0,58.86,0,mobile,South,electronics,,2024/01/01 13:27,0
T2503,C340,41.74,22.0,0,248.48,0,pos,South,grocery,Starbucks,01/01/2024 02:55,0
T2504,C120,47.84,18.0,0,173.37,0,pos,East,shopping,Walmart,Jan 01 2024 21:38,0
T2505,C407,50.89,44.0,0,60.17,0,pos,South,grocery,Starbucks,01/01/2024 16:27,0
T2506,C156,86.79,45.0,0,101.0,0,web,West,electronics,Walmart,Jan 01 2024 21:32,0
T2507,C283,76.27,46.0,0,137.68,0,pos,South,food,BestBuy,2024-01-01 22:15:29,0
T2508,C441,93.63,35.0,1,139.18,0,pos,West,grocery,Target,Jan 02 2024 01:28,0
T2509,C343,144.77,29.0,1,122.12,0,pos,East,food,Target,01/01/2024 17:34,0
T2510,C228,167.66,30.0,0,162.61,0,mobile,West,shopping,Amazon,2024-01-01 08:13:41,0
T2511,C129,126.63,58.0,1,93.85,1,web,West,electronics,Starbucks,01/01/2024 21:06,0
T2512,C466,311.28,19.0,0,81.66,0,web,East,travel,Walmart,2024/01/01 15:09,0
T2513,C326,1.84,54.0,0,82.66,0,pos,East,electronics,Amazon,Jan 01 2024 09:16,0
T2514,C342,21.79,,2,142.92,0,pos,West,travel,Starbucks,Jan 01 2024 05:25,0
T2515,C401,0.76,33.0,0,118.26,0,mobile,North,travel,Walmart,2024-01-02 03:22:49,0
T2516,C113,104.26,65.0,0,114.56,0,pos,East,electronics,,2024-01-01 19:10:24,0
T2517,C491,228.31,41.0,0,139.76,0,mobile,East,travel,,Jan 01 2024 04:15,0
T2518,C361,27.9,52.0,1,-2.55,0,pos,North,food,Walmart,Jan 01 2024 21:17,0
T2519,C222,261.78,39.0,0,115.5,0,mobile,South,shopping,Target,Jan 01 2024 05:19,0
T2520,C304,6.22,53.0,0,110.93,0,web,North,grocery,Starbucks,02/01/2024 00:07,0
T2521,C215,272.47,28.0,0,183.44,1,pos,South,travel,Walmart,2024/01/01 06:49,0
T2522,C357,43.33,63.0,1,23.57,0,mobile,North,travel,Target,2024/01/01 03:16,0
T2523,C279,10.69,46.0,0,177.86,0,mobile,West,electronics,Target,01/01/2024 05:47,0
T2524,C147,66.53,52.0,1,103.77,0,pos,East,food,,2024-01-01 18:06:42,0
T2525,C155,29.68,65.0,0,124.45,1,mobile,North,grocery,Walmart,2024-01-01 16:47:18,0
T2526,C439,33.53,32.0,0,183.8,0,pos,East,travel,Amazon,2024-01-01 06:38:56,0
T2527,C297,36.71,48.0,0,128.04,0,pos,South,food,Amazon,Jan 01 2024 01:03,0
T2528,C412,162.47,,0,120.02,0,mobile,West,grocery,BestBuy,2024-01-02 02:20:26,0
T2529,C423,77.47,58.0,1,112.11,0,mobile,East,electronics,Amazon,Jan 01 2024 09:16,0
T2530,C176,37.3,60.0,1,75.83,0,mobile,North,travel,,Jan 01 2024 16:21,0
T2531,C407,94.25,33.0,0,98.58,0,web,North,electronics,BestBuy,2024/01/01 12:59,0
T2532,C189,125.93,27.0,0,64.22,0,pos,West,electronics,BestBuy,2024/01/01 18:25,0
T2533,C304,31.83,,0,97.77,0,pos,South,travel,Starbucks,01/01/2024 16:43,0
T2534,C500,53.37,49.0,0,-16.8,0,web,West,food,Amazon,2024/01/01 16:31,0
T2535,C324,13.0,68.0,1,121.45,0,web,West,food,Target,2024/01/01 06:11,0
T2536,C257,19.99,19.0,0,93.91,0,mobile,East,electronics,BestBuy,Jan 01 2024 09:50,0
T2537,C483,114.29,41.0,0,83.19,0,pos,South,electronics,,2024/01/01 16:10,0
T2538,C182,20.02,40.0,0,110.99,0,web,West,shopping,Starbucks,Jan 01 2024 17:07,0
T2539,C347,74.48,19.0,0,28.32,0,web,East,grocery,Starbucks,2024-01-01 12:23:07,0
T2540,C213,123.46,55.0,0,196.46,1,pos,East,electronics,Amazon,2024-01-01 21:28:39,0
T2541,C237,11.3,48.0,0,94.86,0,pos,South,,Target,Jan 01 2024 20:18,0
T2542,C475,83.77,68.0,0,92.71,0,pos,South,grocery,BestBuy,Jan 01 2024 11:54,0
T2543,C395,29.65,57.0,0,51.73,0,mobile,East,travel,,2024-01-02 02:35:36,0
T2544,C310,329.49,43.0,0,101.2,0,web,South,food,Amazon,2024/01/01 01:56,0
T2545,C138,66.08,46.0,0,169.35,1,mobile,East,travel,Target,2024-01-01 16:32:24,0
T2546,C410,163.99,20.0,0,151.8,0,pos,South,grocery,,Jan 01 2024 10:13,0
T2547,C286,79.9,31.0,0,142.72,1,pos,South,grocery,Amazon,Jan 01 2024 06:27,0
T2548,C413,4.44,42.0,0,127.32,0,web,South,shopping,Starbucks,01/01/2024 15:20,0
T2549,C178,100.28,65.0,1,82.07,0,mobile,North,shopping,,Jan 01 2024 20:17,0
T2550,C323,302.42,18.0,0,27.49,1,mobile,South,food,Walmart,2024-01-01 17:21:59,0
T2551,C216,92.03,20.0,1,89.95,0,mobile,North,electronics,Walmart,Jan 01 2024 14:44,0
T2552,C387,171.03,43.0,0,88.21,0,pos,East,,Walmart,2024/01/01 05:19,0
T2553,C286,215.59,35.0,0,152.44,1,web,West,shopping,BestBuy,Jan 01 2024 13:54,0
T2554,C450,25.89,26.0,0,115.47,0,mobile,West,travel,BestBuy,Jan 01 2024 21:12,0
T2555,C294,23.83,55.0,0,180.62,0,pos,West,shopping,Walmart,01/01/2024 06:00,0
T2556,C134,94.41,40.0,0,159.87,0,pos,East,travel,Target,2024/01/01 10:16,0
T2557,C126,52.94,38.0,0,77.18,0,mobile,South,shopping,BestBuy,2024-01-01 07:02:48,0
T2558,C200,183.17,,0,10.24,0,web,North,travel,BestBuy,Jan 01 2024 07:30,0
T2559,C431,230.28,38.0,0,169.28,1,web,East,shopping,Target,2024-01-01 14:46:27,0
T2560,C343,43.61,44.0,0,167.97,0,mobile,West,,,Jan 01 2024 12:32,0
T2561,C357,27.03,59.0,0,31.69,0,pos,West,food,Amazon,01/01/2024 19:25,0
T2562,C247,151.65,23.0,1,175.46,1,pos,West,electronics,BestBuy,2024-01-02 01:31:21,0
T2563,C302,32.13,61.0,0,119.11,0,mobile,West,grocery,Amazon,Jan 01 2024 17:01,0
T2564,C318,172.94,53.0,0,108.03,0,pos,North,electronics,Amazon,2024-01-01 15:24:24,0
T2565,C225,55.12,45.0,0,180.74,0,pos,West,food,Target,Jan 01 2024 05:45,0
T2566,C325,110.13,62.0,0,167.23,1,mobile,North,,Walmart,2024/01/01 06:27,0
T2567,C217,10.04,34.0,1,132.57,1,pos,West,electronics,Amazon,Jan 01 2024 00:42,0
T2568,C101,97.78,57.0,1,123.66,0,mobile,East,,Walmart,Jan 01 2024 19:33,0
T2569,C116,60.11,69.0,0,130.82,1,mobile,North,grocery,Starbucks,2024-01-01 01:11:45,0
T2570,C349,88.34,20.0,0,80.0,0,mobile,North,travel,,2024/01/01 14:46,0
T2571,C471,18.39,29.0,0,97.24,0,pos,East,grocery,Target,Jan 02 2024 01:37,0
T2572,C344,133.51,56.0,1,54.88,1,mobile,West,food,,01/01/2024 04:09,0
T2573,C160,198.63,29.0,0,83.35,0,pos,West,electronics,Starbucks,Jan 01 2024 05:25,0
T2574,C498,24.43,19.0,0,81.67,0,mobile,South,grocery,Target,2024/01/01 21:42,0
T2575,C272,10.06,63.0,1,68.23,0,web,South,,Walmart,Jan 02 2024 00:27,0
T2576,C218,2.39,39.0,0,106.84,0,pos,North,shopping,Walmart,01/01/2024 11:20,0
T2577,C424,102.71,40.0,0,83.8,0,pos,South,electronics,Walmart,Jan 01 2024 17:21,0
T2578,C439,93.42,47.0,0,125.11,0,pos,East,travel,Target,01/01/2024 19:37,0
T2579,C236,79.12,22.0,0,18.88,1,web,East,food,Walmart,2024-01-01 05:05:30,0
T2580,C142,26.39,26.0,1,94.33,1,mobile,East,grocery,BestBuy,01/01/2024 03:40,0
T2581,C424,49.58,38.0,0,106.58,0,web,North,food,Starbucks,Jan 01 2024 09:32,0
T2582,C128,90.26,28.0,0,84.47,0,mobile,East,electronics,BestBuy,2024/01/02 02:14,0
T2583,C327,68.67,22.0,0,91.38,0,mobile,North,grocery,Walmart,01/01/2024 16:56,0
T2584,C266,440.51,52.0,0,20.74,0,mobile,North,food,Target,2024/01/01 03:50,0
T2585,C448,14.67,44.0,2,117.82,0,mobile,East,travel,Starbucks,Jan 01 2024 22:48,0
T2586,C236,118.79,66.0,1,132.38,0,mobile,East,shopping,BestBuy,2024/01/01 19:20,0
T2587,C354,51.8,19.0,0,124.68,0,web,North,shopping,Walmart,01/01/2024 02:18,0
T2588,C150,55.9,41.0,0,151.94,0,pos,East,travel,Target,Jan 01 2024 19:55,0
T2589,C320,126.44,48.0,0,110.08,0,web,South,shopping,Walmart,Jan 02 2024 00:25,0
T2590,C224,117.91,50.0,0,123.93,0,pos,North,travel,BestBuy,Jan 01 2024 11:24,0
T2591,C429,473.94,56.0,0,107.8,0,pos,West,electronics,BestBuy,2024/01/02 01:36,0
T2592,C257,13.74,47.0,0,134.38,0,pos,North,travel,Starbucks,Jan 01 2024 15:54,0
T2593,C388,10.99,63.0,1,21.14,0,web,East,shopping,Target,2024-01-01 16:28:29,0
T2594,C440,128.86,54.0,1,55.32,0,mobile,East,electronics,Amazon,Jan 01 2024 03:25,0
T2595,C104,86.37,68.0,0,179.34,0,mobile,North,travel,Walmart,2024/01/01 17:35,0
T2596,C213,32.04,45.0,0,-23.02,0,pos,North,travel,Target,2024-01-01 11:58:44,0
T2597,C458,8.28,48.0,0,92.99,0,mobile,West,electronics,Amazon,2024-01-01 22:55:09,0
T2598,C497,8.96,,0,158.61,0,mobile,West,grocery,,2024/01/01 23:45,0
T2599,C187,224.61,40.0,0,95.34,0,web,North,shopping,Walmart,01/01/2024 14:34,0
T2600,C494,21.3,19.0,0,79.75,0,mobile,East,grocery,Walmart,2024-01-01 13:52:17,0
T2601,C225,39.06,57.0,0,106.47,1,mobile,North,electronics,Starbucks,Jan 01 2024 06:47,0
T2602,C203,25.7,,0,82.34,0,web,South,electronics,BestBuy,2024/01/01 12:31,0
T2603,C464,43.85,44.0,0,101.54,0,mobile,South,food,BestBuy,2024/01/01 02:48,0
T2604,C449,7.2,52.0,0,65.83,1,pos,East,food,BestBuy,2024/01/01 10:13,0
T2605,C241,73.2,19.0,0,155.43,0,web,North,electronics,Starbucks,01/01/2024 05:36,0
T2606,C245,7.0,56.0,0,171.16,0,mobile,North,food,BestBuy,01/01/2024 23:04,0
T2607,C148,161.12,54.0,0,93.33,0,mobile,South,travel,,2024/01/02 03:39,0
T2608,C246,26.62,38.0,0,30.68,0,web,North,grocery,BestBuy,2024-01-01 08:51:32,0
T2609,C457,77.66,22.0,0,73.81,0,pos,East,electronics,BestBuy,2024/01/01 00:49,0
T2610,C184,212.09,69.0,0,90.8,0,web,East,travel,Walmart,2024/01/01 09:00,0
T2611,C229,105.23,62.0,0,125.28,0,pos,West,shopping,Starbucks,2024/01/01 02:21,0
T2612,C452,76.13,38.0,0,49.6,1,web,East,shopping,Starbucks,01/01/2024 18:51,0
T2613,C121,39.21,46.0,0,61.54,0,mobile,North,food,BestBuy,2024/01/01 12:43,0
T2614,C429,40.5,37.0,0,125.53,0,web,North,food,Amazon,01/01/2024 23:38,0
T2615,C271,110.71,55.0,0,146.95,0,web,South,travel,Walmart,2024/01/01 07:44,0
T2616,C202,513.95,37.0,0,68.92,0,pos,South,shopping,BestBuy,2024-01-01 11:22:35,0
T2617,C106,108.42,67.0,0,33.34,0,web,East,electronics,Amazon,2024-01-01 04:34:05,0
T2618,C246,81.6,42.0,0,264.21,0,pos,West,grocery,Target,2024-01-01 09:20:25,0
T2619,C372,131.17,19.0,0,139.17,0,web,North,,Walmart,2024-01-02 01:10:49,0
T2620,C167,62.59,49.0,0,86.65,0,mobile,West,travel,Starbucks,01/01/2024 23:07,0
T2621,C373,6.2,43.0,0,143.45,0,web,North,food,Amazon,02/01/2024 02:41,0
T2622,C143,82.62,23.0,0,93.78,0,mobile,East,travel,BestBuy,Jan 01 2024 07:03,0
T2623,C436,316.12,58.0,0,143.36,1,pos,East,shopping,,Jan 01 2024 17:27,0
T2624,C313,19.27,20.0,2,107.97,0,pos,South,food,Starbucks,Jan 01 2024 07:41,0
T2625,C152,117.12,50.0,0,104.56,0,pos,West,travel,Target,Jan 01 2024 05:56,0
T2626,C219,22.43,,0,94.32,0,pos,South,travel,Amazon,Jan 01 2024 23:01,0
T2627,C279,76.75,68.0,0,27.63,1,web,East,food,BestBuy,2024/01/01 05:33,0
T2628,C407,10.17,,1,196.9,1,web,West,grocery,Amazon,01/01/2024 23:13,1
T2629,C348,59.85,30.0,0,52.92,0,web,North,,Target,2024-01-01 13:52:21,0
T2630,C374,141.13,36.0,0,32.0,0,mobile,South,shopping,Amazon,2024-01-01 07:24:16,0
T2631,C177,42.71,29.0,0,89.36,0,web,East,food,Target,2024/01/01 09:15,0
T2632,C450,109.34,,0,51.93,0,mobile,North,food,Target,01/01/2024 07:23,0
T2633,C387,7934.5,42.0,1,97.41,0,mobile,East,grocery,Walmart,01/01/2024 11:28,1
T2634,C339,261.97,68.0,0,134.39,0,web,North,shopping,Walmart,Jan 02 2024 03:36,0
T2635,C277,26.74,,0,149.77,0,mobile,South,food,BestBuy,01/01/2024 08:49,0
T2636,C218,50.97,29.0,0,140.74,0,pos,North,grocery,BestBuy,01/01/2024 20:18,0
T2637,C301,16.54,47.0,0,84.72,0,web,West,electronics,BestBuy,Jan 02 2024 02:38,0
T2638,C171,489.07,22.0,0,102.48,0,web,North,travel,Target,02/01/2024 02:55,0
T2639,C142,261.73,51.0,0,120.39,0,mobile,East,electronics,Target,2024/01/01 05:04,0
T2640,C462,77.64,39.0,0,12.11,0,web,North,electronics,,2024/01/01 01:12,0
T2641,C338,184.54,,0,128.53,0,web,South,electronics,Target,01/01/2024 04:54,0
T2642,C450,73.6,30.0,1,27.14,1,mobile,East,,Walmart,2024-01-01 20:09:43,0
T2643,C389,97.71,64.0,1,202.02,0,web,East,travel,Amazon,2024-01-01 18:16:07,0
T2644,C107,9.33,20.0,1,79.77,0,web,East,shopping,BestBuy,2024-01-01 13:12:11,0
T2645,C191,140.76,37.0,0,90.76,0,web,East,,BestBuy,2024-01-01 20:44:44,0
T2646,C426,13.66,48.0,0,61.51,0,mobile,West,grocery,Starbucks,01/01/2024 10:24,0
T2647,C253,174.91,22.0,0,68.5,1,web,East,grocery,Walmart,2024-01-01 12:28:09,0
T2648,C470,152.34,41.0,0,213.7,0,web,East,food,Starbucks,2024-01-01 05:32:00,0
T2649,C189,123.36,57.0,0,147.02,0,web,East,electronics,BestBuy,2024-01-01 15:04:31,0
T2650,C127,3.68,50.0,0,22.54,0,pos,South,electronics,Starbucks,2024/01/01 19:24,0
T2651,C462,36.12,,1,175.21,1,web,South,travel,Amazon,02/01/2024 01:13,1
T2652,C390,30.53,41.0,0,159.66,0,mobile,East,electronics,,Jan 01 2024 22:50,0
T2653,C228,44.65,,0,85.94,0,pos,West,travel,Amazon,01/01/2024 16:00,0
T2654,C224,9.17,37.0,0,115.33,0,mobile,North,food,BestBuy,Jan 01 2024 00:57,0
T2655,C409,276.4,33.0,1,99.25,0,web,West,grocery,Target,Jan 02 2024 00:22,0
T2656,C239,80.7,67.0,1,198.63,0,web,East,grocery,,Jan 01 2024 06:40,0
T2657,C341,36.46,69.0,0,60.19,0,web,East,food,Starbucks,Jan 01 2024 03:55,0
T2658,C109,50.58,29.0,0,107.3,0,pos,West,food,Amazon,01/01/2024 04:56,0
T2659,C219,59.28,30.0,0,78.59,0,web,East,electronics,BestBuy,01/01/2024 23:58,0
T2660,C396,91.78,62.0,0,28.35,0,mobile,North,grocery,BestBuy,01/01/2024 12:58,0
T2661,C389,72.5,59.0,0,209.58,1,pos,South,shopping,Target,Jan 01 2024 12:19,0
T2662,C493,251.82,56.0,0,40.92,1,mobile,North,food,BestBuy,2024/01/01 14:14,0
T2663,C159,68.71,42.0,0,111.01,0,mobile,North,grocery,,2024/01/01 06:09,0
T2664,C287,484.83,63.0,0,12.96,0,mobile,North,,Target,2024-01-02 00:25:50,0
T2665,C303,190.67,49.0,1,80.05,1,mobile,West,travel,BestBuy,01/01/2024 04:39,0
T2666,C217,23.38,41.0,0,121.1,0,mobile,West,grocery,Amazon,2024/01/01 19:46,0
T2667,C258,266.78,65.0,0,58.76,0,web,North,food,Starbucks,2024/01/01 22:19,0
T2668,C273,12.37,64.0,1,129.34,1,mobile,West,electronics,,Jan 01 2024 21:47,0
T2669,C323,170.07,61.0,0,86.55,0,mobile,East,grocery,Amazon,Jan 01 2024 01:43,0
T2670,C467,47.9,26.0,0,158.0,0,web,South,shopping,Starbucks,2024/01/01 07:41,0
T2671,C416,210.35,57.0,0,168.09,0,pos,West,food,BestBuy,2024/01/02 02:07,0
T2672,C111,202.54,67.0,2,70.66,0,web,West,electronics,Starbucks,2024-01-01 05:07:56,0
T2673,C259,163.95,40.0,0,103.84,0,pos,North,,,2024-01-01 21:16:38,0
T2674,C139,156.08,,0,109.17,1,mobile,South,food,BestBuy,2024/01/01 00:24,0
T2675,C447,36.34,30.0,1,130.97,0,web,East,electronics,Starbucks,2024/01/02 01:42,0
T2676,C468,8.44,49.0,0,100.72,0,pos,East,shopping,BestBuy,2024-01-01 05:29:20,0
T2677,C103,51.58,67.0,0,109.51,0,pos,South,grocery,Target,2024-01-01 01:45:26,0
T2678,C153,19.06,32.0,1,87.83,0,web,East,food,Target,01/01/2024 09:13,0
T2679,C128,118.73,53.0,0,105.76,0,web,South,grocery,Starbucks,2024-01-01 19:34:29,0
T2680,C272,42.48,66.0,0,164.9,0,web,North,grocery,Target,01/01/2024 22:14,0
T2681,C366,371.36,,0,132.3,1,web,East,electronics,Starbucks,Jan 01 2024 09:22,0
T2682,C466,102.44,39.0,0,135.06,0,web,East,food,Target,01/01/2024 12:41,0
T2683,C429,8643.5,33.0,0,136.15,0,mobile,South,grocery,Starbucks,01/01/2024 19:38,0
T2684,C172,14.22,58.0,0,92.31,0,mobile,East,travel,Walmart,2024-01-01 15:43:44,0
T2685,C311,198.06,27.0,0,115.94,0,web,West,shopping,,01/01/2024 18:56,0
T2686,C178,256.08,,1,45.74,0,web,North,electronics,Target,2024-01-01 23:15:19,0
T2687,C117,66.76,,0,163.44,0,mobile,East,food,BestBuy,Jan 01 2024 04:09,0
T2688,C331,93.2,66.0,1,-39.15,1,pos,East,,Amazon,2024-01-01 23:02:15,0
T2689,C383,144.74,35.0,0,95.64,0,mobile,East,electronics,Starbucks,Jan 01 2024 01:43,0
T2690,C354,19.22,24.0,0,157.04,0,web,South,grocery,Amazon,2024/01/02 01:31,0
T2691,C368,69.83,21.0,0,31.81,0,pos,North,electronics,BestBuy,2024/01/01 16:07,0
T2692,C384,50.86,43.0,0,119.99,0,web,North,food,BestBuy,2024/01/01 13:18,0
T2693,C360,15.83,22.0,0,65.96,0,pos,East,travel,Starbucks,2024/01/01 16:48,0
T2694,C401,45.81,33.0,0,81.56,0,web,East,grocery,Target,Jan 01 2024 17:59,0
T2695,C187,7.06,52.0,0,147.3,0,mobile,South,electronics,Target,Jan 01 2024 13:33,0
T2696,C352,2.62,43.0,0,109.9,0,web,North,food,Walmart,Jan 01 2024 11:28,0
T2697,C429,14.52,35.0,0,-1.72,0,mobile,West,food,BestBuy,01/01/2024 15:26,0
T2698,C368,330.0,46.0,0,51.18,0,pos,East,food,Walmart,Jan 01 2024 17:09,0
T2699,C123,79.75,40.0,0,148.77,0,mobile,West,travel,BestBuy,2024-01-02 03:16:43,0
T2700,C385,337.62,31.0,0,122.45,0,pos,West,grocery,Walmart,Jan 01 2024 19:53,0
T2701,C393,56.65,32.0,0,187.41,0,web,North,,Target,Jan 01 2024 15:28,0
T2702,C242,37.37,66.0,0,184.13,0,mobile,West,grocery,BestBuy,2024/01/01 20:02,0
T2703,C379,70.55,50.0,0,82.89,0,pos,East,food,,2024/01/01 22:21,0
T2704,C252,57.89,42.0,2,225.16,0,pos,East,travel,Amazon,2024/01/01 03:33,0
T2705,C213,11.17,38.0,0,101.22,1,pos,South,travel,Target,2024-01-01 18:34:40,0
T2706,C313,5119.5,34.0,0,51.87,0,pos,North,food,BestBuy,2024-01-01 23:53:57,0
T2707,C314,24.34,40.0,1,68.32,0,web,North,grocery,Amazon,2024/01/01 07:35,0
T2708,C409,96.65,60.0,0,-12.84,1,web,West,,Walmart,2024-01-01 20:47:40,0
T2709,C401,105.04,,0,180.35,1,web,East,,Starbucks,Jan 01 2024 20:17,0
T2710,C300,16.49,31.0,0,179.74,1,pos,East,shopping,BestBuy,2024/01/01 11:17,0
T2711,C328,6.33,46.0,1,49.22,0,web,South,travel,Starbucks,2024-01-02 02:36:38,0
T2712,C234,151.76,37.0,0,88.61,1,pos,West,travel,Starbucks,02/01/2024 00:14,0
T2713,C457,61.58,,0,104.78,0,pos,East,electronics,Amazon,01/01/2024 03:40,0
T2714,C371,5.99,36.0,0,51.98,0,pos,North,,Walmart,01/01/2024 14:30,0
T2715,C128,527.19,56.0,0,12.24,0,mobile,South,shopping,Target,Jan 01 2024 11:04,0
T2716,C229,5.95,30.0,0,89.48,1,web,North,travel,Amazon,Jan 01 2024 16:35,0
T2717,C306,118.76,35.0,0,83.95,0,web,South,grocery,Walmart,2024-01-01 07:21:36,0
T2718,C450,411.53,40.0,0,80.58,0,mobile,North,electronics,Target,2024-01-01 23:26:32,0
T2719,C156,27.34,63.0,0,111.14,0,mobile,West,,Target,2024/01/01 00:15,0
T2720,C345,15.34,50.0,0,171.48,0,mobile,East,travel,Walmart,2024-01-02 01:56:39,0
T2721,C361,12.94,,0,84.85,1,mobile,North,electronics,Target,Jan 01 2024 23:10,0
T2722,C319,36.14,57.0,0,108.52,0,pos,West,,BestBuy,2024-01-02 00:04:47,0
T2723,C468,10.65,35.0,0,136.34,0,web,North,travel,BestBuy,01/01/2024 18:10,0
T2724,C392,117.82,26.0,1,127.71,0,web,West,shopping,Amazon,2024/01/01 05:05,0
T2725,C374,6.43,,0,69.28,0,web,South,travel,Target,2024-01-01 03:46:24,0
T2726,C345,71.22,49.0,0,104.82,0,pos,West,grocery,Target,01/01/2024 10:41,0
T2727,C395,571.29,34.0,0,127.38,0,web,North,food,,Jan 01 2024 07:23,0
T2728,C367,168.18,36.0,0,43.58,0,mobile,East,shopping,,2024/01/01 10:31,0
T2729,C137,95.51,44.0,0,163.18,0,web,South,travel,Starbucks,2024/01/02 00:21,0
T2730,C386,36.56,23.0,1,171.58,0,web,South,shopping,Amazon,01/01/2024 15:38,0
T2731,C287,97.79,52.0,1,63.86,0,pos,West,food,BestBuy,01/01/2024 10:29,0
T2732,C312,74.87,54.0,0,109.68,0,mobile,North,electronics,Walmart,02/01/2024 00:43,0
