,transaction_id,customer_id,amount,customer_age,past_fraud_count,avg_spend,is_international,device_type,customer_region,category,merchant,transaction_time,is_fraud
4256,T5256,C310,609.66,43.0,0,87.91,0,mobile,West,shopping,Starbucks,2024-01-01 04:34:36,0
4307,T5307,C309,4972.5,44.0,0,93.99,0,pos,East,food,Starbucks,2024-01-01 01:32:23,0
4314,T5314,C355,353.84,54.0,0,115.43,0,pos,East,electronics,Unknown,2024-01-01 15:09:00,0
4327,T5327,C117,404.68,30.0,0,83.75,0,web,South,shopping,BestBuy,2024-01-01 10:32:00,0
4343,T5343,C482,8753.5,26.0,0,105.63,1,pos,South,shopping,BestBuy,2024-01-01 21:42:00,0
4353,T5353,C395,316.88,32.0,0,121.85,1,pos,West,food,BestBuy,2024-01-01 10:36:00,0
4361,T5361,C476,4636.0,60.0,0,121.11,0,mobile,West,travel,Amazon,2024-01-01 04:54:00,0
4384,T5384,C216,10520.0,56.0,0,56.05,0,mobile,South,food,BestBuy,2024-01-01 16:37:00,0
4386,T5386,C237,321.37,28.0,0,100.83,0,web,West,food,Target,2024-01-01 02:37:01,0
4404,T5404,C480,455.69,68.0,1,46.49,0,mobile,West,electronics,Target,2024-02-01 01:54:00,0
4438,T5438,C224,489.48,40.0,0,55.45,0,mobile,North,travel,BestBuy,2024-01-01 00:51:00,0
4445,T5445,C291,19134.0,43.0,0,197.37,1,web,South,food,Starbucks,2024-01-01 21:15:00,1
4462,T5462,C403,566.25,25.0,0,-42.81,0,web,East,Unknown,Unknown,2024-01-01 17:43:00,0
4471,T5471,C153,477.16,48.0,1,94.09,0,mobile,North,Unknown,Target,2024-01-01 19:35:36,0
4480,T5480,C106,880.5,43.0,0,-14.97,0,mobile,South,grocery,Walmart,2024-01-01 10:31:00,0
4533,T5533,C318,1829.5,52.0,0,101.48,0,web,West,food,Target,2024-01-01 03:40:46,0
4559,T5559,C144,579.24,18.0,0,111.79,0,mobile,North,Unknown,Unknown,2024-01-02 02:30:00,0
4578,T5578,C422,18767.0,43.0,0,159.71,0,mobile,East,electronics,Target,2024-01-01 21:17:00,0
4585,T5585,C111,337.08,48.0,0,72.99,0,web,West,food,BestBuy,2024-01-01 19:49:00,0
4634,T5634,C181,738.5,34.0,0,107.84,1,web,North,electronics,Starbucks,2024-01-01 12:00:00,0
4677,T5677,C197,325.49,43.0,0,55.61,0,mobile,South,electronics,Amazon,2024-01-01 13:16:20,0
4681,T5681,C451,1430.5,24.0,0,89.12,0,web,East,grocery,Starbucks,2024-01-01 23:02:43,0
4689,T5689,C226,372.05,34.0,0,137.89,0,web,West,grocery,BestBuy,2024-01-01 07:45:00,0
4699,T5699,C115,405.93,69.0,0,42.34,1,web,West,travel,Walmart,2024-01-01 19:19:00,0
4703,T5703,C201,4524.0,28.0,1,131.14,0,pos,South,Unknown,Walmart,2024-01-01 12:56:00,0
4717,T5717,C492,545.72,54.0,0,69.67,1,mobile,West,travel,Starbucks,2024-01-01 08:24:55,0
4728,T5728,C219,6779.5,56.0,0,141.3,0,pos,North,grocery,BestBuy,2024-01-01 10:59:00,0
4743,T5743,C177,517.26,18.0,0,41.08,0,web,West,Unknown,Starbucks,2024-01-01 10:52:00,0
4759,T5759,C490,449.55,24.0,0,194.08,0,web,North,Unknown,Target,2024-01-01 00:04:00,0
4761,T5761,C210,21674.0,66.0,0,26.05,0,web,South,travel,Amazon,2024-01-01 15:45:00,0
4765,T5765,C255,484.54,43.0,0,116.17,0,pos,South,electronics,Unknown,2024-01-01 06:44:00,0
4773,T5773,C281,8542.5,24.0,0,-0.46,0,mobile,East,electronics,Target,2024-01-01 14:17:00,0
4850,T5850,C137,397.7,43.0,1,78.57,0,pos,East,grocery,Walmart,2024-01-01 13:18:00,0
4855,T5855,C380,1066.0,47.0,1,80.3,0,pos,East,Unknown,Amazon,2024-01-01 06:12:00,0
4860,T5860,C400,4910.0,24.0,1,112.97,0,web,North,grocery,BestBuy,2024-02-01 01:58:56,1
4889,T5889,C100,5856.5,43.0,0,156.61,0,pos,South,shopping,Amazon,2024-01-01 14:47:00,0
4906,T5906,C286,337.65,34.0,1,159.52,0,web,South,food,Walmart,2024-01-01 16:22:00,0
4915,T5915,C318,12414.0,48.0,0,190.92,0,web,North,electronics,Starbucks,2024-01-01 01:17:31,0
4921,T5921,C176,6695.5,30.0,2,138.21,0,web,South,food,Amazon,2024-01-01 18:23:15,0
4925,T5925,C217,1485.5,25.0,0,107.09,0,pos,East,shopping,Walmart,2024-01-01 09:22:00,0
4932,T5932,C485,325.84,43.0,0,141.21,0,pos,West,travel,Starbucks,2024-01-01 22:51:00,0
4934,T5934,C188,3357.5000000000005,40.0,0,59.21,0,web,West,electronics,Starbucks,2024-01-01 17:14:13,0
4945,T5945,C305,14150.5,54.0,1,156.11,1,mobile,North,travel,Starbucks,2024-01-01 09:25:00,0
4966,T5966,C159,341.95,29.0,0,101.0,0,web,South,shopping,Unknown,2024-01-01 20:47:00,0
4968,T5968,C420,314.97,34.0,0,89.89,0,pos,North,food,Target,2024-01-01 06:16:00,0
4980,T5980,C285,378.47,25.0,0,52.95,0,mobile,West,food,Amazon,2024-01-01 12:23:18,0
4987,T5987,C381,4584.5,45.0,0,78.95,1,mobile,South,shopping,BestBuy,2024-01-02 00:21:00,0
4990,T5990,C254,370.54,23.0,0,89.48,0,web,West,grocery,Target,2024-01-01 02:34:00,0
