,transaction_id,customer_id,amount,customer_age,past_fraud_count,avg_spend,is_international,device_type,customer_region,category,merchant,transaction_time,is_fraud
1580,T2580,C142,26.39,26.0,1,94.33,1,mobile,East,grocery,BestBuy,2024-01-01 03:40:00,0
1585,T2585,C448,14.67,44.0,2,117.82,0,mobile,East,travel,Starbucks,2024-01-01 22:48:00,0
1586,T2586,C236,118.79,66.0,1,132.38,0,mobile,East,shopping,BestBuy,2024-01-01 19:20:00,0
1593,T2593,C388,10.99,63.0,1,21.14,0,web,East,shopping,Target,2024-01-01 16:28:29,0
1594,T2594,C440,128.86,54.0,1,55.32,0,mobile,East,electronics,Amazon,2024-01-01 03:25:00,0
1624,T2624,C313,19.27,20.0,2,107.97,0,pos,South,food,Starbucks,2024-01-01 07:41:00,0
1628,T2628,C407,10.17,43.0,1,196.9,1,web,West,grocery,Amazon,2024-01-01 23:13:00,1
1633,T2633,C387,70.865,42.0,1,97.41,0,mobile,East,grocery,Walmart,2024-01-01 11:28:00,1
1642,T2642,C450,73.6,30.0,1,27.14,1,mobile,East,Unknown,Walmart,2024-01-01 20:09:43,0
1643,T2643,C389,97.71,64.0,1,202.02,0,web,East,travel,Amazon,2024-01-01 18:16:07,0
1644,T2644,C107,9.33,20.0,1,79.77,0,web,East,shopping,BestBuy,2024-01-01 13:12:11,0
1651,T2651,C462,36.12,43.0,1,175.21,1,web,South,travel,Amazon,2024-01-02 01:13:00,1
1655,T2655,C409,276.4,33.0,1,99.25,0,web,West,grocery,Target,2024-01-02 00:22:00,0
1656,T2656,C239,80.7,67.0,1,198.63,0,web,East,grocery,Unknown,2024-01-01 06:40:00,0
1665,T2665,C303,190.67,49.0,1,80.05,1,mobile,West,travel,BestBuy,2024-01-01 04:39:00,0
1668,T2668,C273,12.37,64.0,1,129.34,1,mobile,West,electronics,Unknown,2024-01-01 21:47:00,0
1672,T2672,C111,202.54,67.0,2,70.66,0,web,West,electronics,Starbucks,2024-01-01 05:07:56,0
1675,T2675,C447,36.34,30.0,1,130.97,0,web,East,electronics,Starbucks,2024-02-01 01:42:00,0
1678,T2678,C153,19.06,32.0,1,87.83,0,web,East,food,Target,2024-01-01 09:13:00,0
1686,T2686,C178,256.08,43.0,1,45.74,0,web,North,electronics,Target,2024-01-01 23:15:19,0
1688,T2688,C331,93.2,66.0,1,-39.15,1,pos,East,Unknown,Amazon,2024-01-01 23:02:15,0
1704,T2704,C252,57.89,42.0,2,225.16,0,pos,East,travel,Amazon,2024-01-01 03:33:00,0
1707,T2707,C314,24.34,40.0,1,68.32,0,web,North,grocery,Amazon,2024-01-01 07:35:00,0
1711,T2711,C328,6.33,46.0,1,49.22,0,web,South,travel,Starbucks,2024-02-01 02:36:38,0
1724,T2724,C392,117.82,26.0,1,127.71,0,web,West,shopping,Amazon,2024-01-01 05:05:00,0
1730,T2730,C386,36.56,23.0,1,171.58,0,web,South,shopping,Amazon,2024-01-01 15:38:00,0
1731,T2731,C287,97.79,52.0,1,63.86,0,pos,West,food,BestBuy,2024-01-01 10:29:00,0
1750,T2750,C123,76.64,52.0,1,57.84,0,mobile,South,electronics,Walmart,2024-01-01 15:37:00,0
1752,T2752,C391,1.22,57.0,1,114.08,0,mobile,South,grocery,Target,2024-01-01 01:16:21,0
1753,T2753,C154,27.6,29.0,1,90.91,0,pos,East,shopping,Walmart,2024-01-01 11:03:22,0
1755,T2755,C395,161.72,66.0,1,101.83,0,mobile,North,shopping,Amazon,2024-01-01 14:11:00,0
1766,T2766,C228,133.7,44.0,1,135.92,0,mobile,South,grocery,BestBuy,2024-01-01 12:22:00,0
1771,T2771,C313,153.72,45.0,1,74.83,0,pos,North,electronics,BestBuy,2024-02-01 02:04:57,0
1772,T2772,C159,222.64,55.0,1,126.68,1,pos,South,food,BestBuy,2024-02-01 00:03:08,0
1779,T2779,C357,183.8,54.0,1,43.47,0,mobile,West,grocery,BestBuy,2024-01-01 01:32:00,0
1784,T2784,C249,107.69,43.0,1,36.34,0,web,West,shopping,BestBuy,2024-01-01 01:14:00,0
1805,T2805,C106,149.01,49.0,1,149.7,0,pos,South,grocery,Target,2024-01-01 00:59:00,0
1811,T2811,C259,144.55,43.0,1,95.0,0,mobile,North,food,BestBuy,2024-01-01 02:37:00,0
1812,T2812,C433,30.79,43.0,1,174.01,0,web,West,electronics,Unknown,2024-01-01 15:22:54,0
1826,T2826,C295,4.29,65.0,1,104.87,0,pos,West,food,Starbucks,2024-01-01 10:08:00,0
1829,T2829,C315,34.65,47.0,1,45.75,0,mobile,West,Unknown,Target,2024-01-01 05:14:00,0
1836,T2836,C399,13.71,54.0,1,167.33,1,pos,North,grocery,Walmart,2024-01-01 17:15:00,0
1845,T2845,C145,27.53,37.0,1,33.76,0,web,South,food,Amazon,2024-01-01 22:37:52,0
1850,T2850,C136,33.67,67.0,1,104.67,0,pos,East,Unknown,Starbucks,2024-01-01 18:24:00,0
1856,T2856,C216,140.67,45.0,1,141.03,0,mobile,West,electronics,Unknown,2024-02-01 01:31:40,0
1858,T2858,C249,184.52,25.0,1,199.17,0,pos,North,grocery,Starbucks,2024-01-01 05:39:00,0
1863,T2863,C335,78.75,67.0,1,38.77,0,mobile,South,travel,Amazon,2024-01-01 16:55:00,0
1866,T2866,C443,4.41,52.0,1,69.05,0,mobile,East,shopping,Starbucks,2024-01-01 09:27:00,0
1870,T2870,C476,170.26,61.0,1,154.52,0,mobile,West,grocery,Amazon,2024-01-01 08:48:00,0
1878,T2878,C117,35.32,42.0,1,113.19,0,pos,North,electronics,Unknown,2024-01-01 11:04:00,0
1879,T2879,C401,83.25,38.0,1,112.05,0,web,South,food,BestBuy,2024-01-01 11:20:00,0
1881,T2881,C304,206.61,60.0,1,141.62,0,mobile,West,shopping,Walmart,2024-01-01 22:36:00,0
1885,T2885,C181,61.91,39.0,1,139.53,0,pos,West,electronics,Walmart,2024-01-01 02:39:00,0
1897,T2897,C351,20.83,25.0,2,27.01,0,mobile,East,travel,Starbucks,2024-01-01 18:07:43,0
1899,T2899,C152,153.15,68.0,1,122.76,0,mobile,South,electronics,Amazon,2024-01-01 05:47:00,0
1900,T2900,C191,80.79,52.0,1,87.89,0,pos,East,grocery,Amazon,2024-01-01 01:35:00,0
1901,T2901,C481,0.52,54.0,1,70.51,0,pos,North,food,BestBuy,2024-01-01 12:18:42,0
1903,T2903,C451,3.59,35.0,1,-15.24,0,mobile,West,shopping,Walmart,2024-01-01 23:51:00,0
1904,T2904,C426,136.94,50.0,1,161.84,0,mobile,North,electronics,Unknown,2024-01-01 02:32:00,0
1905,T2905,C212,22.62,25.0,1,72.79,0,web,North,electronics,Amazon,2024-01-01 08:14:18,0
1906,T2906,C373,70.865,68.0,1,96.09,0,mobile,East,shopping,BestBuy,2024-01-01 01:34:00,0
1915,T2915,C101,128.04,20.0,1,55.67,1,mobile,East,shopping,Amazon,2024-01-01 04:50:00,1
1921,T2921,C491,0.32,19.0,1,50.11,0,mobile,East,electronics,Walmart,2024-01-01 19:13:00,0
1930,T2930,C192,86.75,31.0,1,92.04,1,web,West,electronics,Unknown,2024-01-01 23:09:00,1
1934,T2934,C247,112.85,49.0,1,106.69,0,mobile,East,Unknown,Amazon,2024-01-01 05:25:00,0
1936,T2936,C346,31.45,23.0,1,140.26,0,pos,East,food,Unknown,2024-01-01 02:49:35,0
1941,T2941,C207,40.68,35.0,1,71.37,0,web,South,food,BestBuy,2024-01-01 10:58:00,0
1947,T2947,C296,15.95,57.0,1,68.53,1,pos,South,Unknown,BestBuy,2024-01-01 21:00:00,0
1948,T2948,C438,39.78,64.0,2,135.09,0,web,South,food,Walmart,2024-02-01 00:47:44,0
1955,T2955,C363,270.48,61.0,1,176.4,0,web,North,food,Amazon,2024-01-01 23:03:00,0
1957,T2957,C243,54.69,60.0,1,121.61,0,mobile,West,travel,Walmart,2024-02-01 03:41:36,0
1965,T2965,C324,88.62,39.0,1,99.02,1,web,North,grocery,Target,2024-01-01 16:15:49,1
1968,T2968,C454,40.72,69.0,2,92.35,1,pos,South,grocery,BestBuy,2024-01-01 16:21:00,1
1969,T2969,C360,2.65,46.0,1,120.87,0,pos,North,travel,BestBuy,2024-01-01 03:33:12,0
1982,T2982,C131,61.28,44.0,1,134.92,1,web,West,food,Target,2024-01-01 00:33:00,0
1991,T2991,C477,17.31,64.0,1,81.45,0,web,North,travel,BestBuy,2024-01-01 00:53:00,0
2001,T3001,C428,28.37,31.0,1,107.68,0,web,West,travel,BestBuy,2024-01-01 01:00:00,0
2002,T3002,C425,236.72,67.0,1,122.57,0,pos,West,electronics,Walmart,2024-02-01 00:27:04,0
2003,T3003,C359,28.71,55.0,1,43.17,0,pos,South,Unknown,Unknown,2024-01-01 01:08:00,0
2007,T3007,C395,149.93,61.0,1,66.04,0,web,East,Unknown,Target,2024-01-01 18:33:00,0
2014,T3014,C435,76.02,20.0,2,117.92,0,pos,South,shopping,BestBuy,2024-01-01 06:02:00,0
2019,T3019,C282,70.865,37.0,1,50.61,0,pos,South,food,BestBuy,2024-01-01 17:30:46,0
2020,T3020,C119,70.865,36.0,1,163.54,0,pos,West,food,Target,2024-02-01 02:09:00,0
2021,T3021,C224,82.14,65.0,1,116.38,0,web,West,travel,BestBuy,2024-01-01 23:33:00,0
2029,T3029,C349,106.18,43.0,2,124.14,1,mobile,South,grocery,Amazon,2024-01-01 13:35:00,0
2036,T3036,C261,12.11,43.0,1,152.66,0,web,South,grocery,Walmart,2024-01-01 21:35:00,0
2049,T3049,C196,8.53,33.0,1,92.78,0,pos,North,electronics,Starbucks,2024-01-01 00:10:00,0
2050,T3050,C482,61.3,44.0,1,101.68,0,web,East,shopping,Walmart,2024-02-01 01:14:00,0
2084,T3084,C262,77.37,43.0,1,132.72,0,pos,West,travel,BestBuy,2024-01-01 17:22:00,0
2089,T3089,C226,47.87,25.0,1,111.71,0,web,North,travel,Amazon,2024-01-01 08:21:00,0
2092,T3092,C413,22.79,64.0,1,85.71,1,mobile,West,Unknown,Walmart,2024-01-02 00:49:00,0
2103,T3103,C154,119.04,50.0,1,10.71,0,mobile,East,food,BestBuy,2024-01-01 06:46:00,0
2104,T3104,C236,157.63,57.0,2,49.83,0,mobile,South,travel,Amazon,2024-01-01 11:58:00,0
2113,T3113,C190,224.42,52.0,1,105.33,0,web,East,food,Walmart,2024-01-01 17:35:00,0
2114,T3114,C299,106.22,43.0,1,137.35,0,web,North,travel,Walmart,2024-01-01 20:25:13,0
2115,T3115,C117,16.5,24.0,1,33.94,0,pos,West,travel,BestBuy,2024-01-01 03:58:00,0
2119,T3119,C116,214.06,42.0,1,162.84,0,web,North,food,Amazon,2024-01-01 23:03:00,0
2120,T3120,C238,162.76,20.0,1,145.75,0,mobile,South,food,Unknown,2024-01-01 06:12:00,0
2122,T3122,C482,70.865,41.0,1,106.51,0,mobile,West,grocery,Walmart,2024-01-02 00:00:00,0
2124,T3124,C132,70.865,63.0,1,72.18,0,web,South,grocery,Target,2024-01-01 21:59:00,0
2125,T3125,C429,110.24,39.0,2,125.86,0,web,North,Unknown,Walmart,2024-01-01 06:35:00,0
2126,T3126,C220,100.7,28.0,1,122.19,1,pos,North,Unknown,BestBuy,2024-01-01 22:57:00,0
2127,T3127,C100,18.15,65.0,1,161.06,0,web,North,food,BestBuy,2024-01-01 02:15:00,0
2132,T3132,C218,82.04,66.0,1,144.91,1,mobile,East,shopping,Walmart,2024-01-01 22:39:33,1
2138,T3138,C167,20.75,45.0,1,70.69,0,pos,North,Unknown,BestBuy,2024-01-01 04:34:39,0
2146,T3146,C370,61.48,43.0,1,-8.13,0,pos,North,food,Amazon,2024-01-01 16:18:00,0
2149,T3149,C345,176.17,33.0,1,112.8,0,web,North,electronics,Target,2024-01-01 02:07:00,0
2150,T3150,C175,40.83,46.0,1,13.49,0,pos,East,food,Starbucks,2024-02-01 03:03:40,0
2156,T3156,C222,15.31,38.0,1,231.27,1,mobile,East,travel,Walmart,2024-02-01 03:14:00,0
2162,T3162,C123,43.44,30.0,2,54.59,0,pos,West,food,BestBuy,2024-01-01 06:15:00,0
2163,T3163,C452,184.17,18.0,1,78.89,0,mobile,East,grocery,Starbucks,2024-01-01 16:04:08,0
2171,T3171,C184,7.22,58.0,1,95.86,0,pos,North,food,Amazon,2024-01-01 05:19:00,0
2176,T3176,C122,32.75,42.0,1,87.98,0,pos,East,travel,BestBuy,2024-01-01 12:54:47,0
2177,T3177,C386,102.97,66.0,1,138.39,0,pos,East,food,Target,2024-01-01 06:28:47,0
2179,T3179,C471,71.88,42.0,1,101.69,0,mobile,West,travel,Target,2024-01-01 23:30:00,0
2180,T3180,C127,36.43,28.0,1,76.32,0,web,West,travel,Starbucks,2024-01-01 17:08:00,0
2181,T3181,C200,23.91,53.0,1,90.92,0,pos,North,electronics,Unknown,2024-01-01 07:10:00,0
2182,T3182,C133,3.38,56.0,1,167.07,0,mobile,South,travel,Unknown,2024-01-01 19:54:00,0
2184,T3184,C338,105.89,31.0,1,106.76,0,pos,West,grocery,BestBuy,2024-01-01 04:05:00,0
2190,T3190,C282,30.15,29.0,1,78.54,1,mobile,South,food,Target,2024-01-02 01:27:00,0
2197,T3197,C358,199.93,40.0,1,112.84,0,web,North,Unknown,Starbucks,2024-01-01 14:22:00,0
2202,T3202,C395,54.91,39.0,1,127.38,0,mobile,South,electronics,Starbucks,2024-01-01 22:36:00,0
2206,T3206,C368,32.86,46.0,1,128.34,0,pos,North,shopping,Amazon,2024-01-01 01:08:00,0
2216,T3216,C190,176.84,43.0,1,75.75,0,mobile,South,food,Walmart,2024-01-01 07:02:00,0
2217,T3217,C468,33.06,51.0,1,18.18,0,mobile,West,travel,Starbucks,2024-01-01 14:30:00,0
2218,T3218,C486,206.16,62.0,1,174.74,0,pos,East,electronics,Walmart,2024-01-01 14:47:02,0
2224,T3224,C347,1.25,34.0,1,134.12,1,mobile,North,travel,Amazon,2024-01-01 22:09:00,1
2232,T3232,C287,233.2,43.0,1,168.55,0,web,East,Unknown,Starbucks,2024-01-01 05:43:00,0
2233,T3233,C475,191.23,43.0,1,100.9,0,web,West,grocery,Amazon,2024-01-01 17:30:52,0
2241,T3241,C277,3.53,26.0,1,62.24,0,mobile,South,grocery,Starbucks,2024-01-01 00:03:00,0
2248,T3248,C305,91.37,42.0,1,60.96,0,mobile,West,electronics,Walmart,2024-01-01 15:50:52,0
2262,T3262,C299,223.05,52.0,1,145.46,0,pos,South,shopping,Unknown,2024-01-01 15:13:00,0
2295,T3295,C315,0.77,34.0,1,110.21,0,web,East,electronics,Starbucks,2024-01-02 02:45:00,0
2296,T3296,C405,24.73,33.0,1,90.86,0,mobile,North,food,Starbucks,2024-01-01 11:23:00,0
2305,T3305,C267,50.59,48.0,1,88.59,0,pos,West,travel,Starbucks,2024-01-01 00:40:54,0
2313,T3313,C305,121.15,65.0,1,61.41,0,web,North,travel,Walmart,2024-01-01 03:38:00,0
2314,T3314,C450,70.865,29.0,2,55.75,0,mobile,South,electronics,Walmart,2024-01-01 06:37:00,0
2322,T3322,C240,93.63,61.0,1,128.37,0,mobile,North,shopping,Target,2024-01-01 01:01:15,0
2324,T3324,C158,173.61,69.0,1,93.64,0,web,North,shopping,BestBuy,2024-01-01 09:22:00,0
2329,T3329,C251,5.25,35.0,1,116.48,0,mobile,South,Unknown,Amazon,2024-01-01 14:55:00,0
2333,T3333,C100,116.02,49.0,1,86.15,1,web,West,shopping,Walmart,2024-01-01 07:53:00,0
2340,T3340,C197,139.1,29.0,1,67.11,1,pos,East,grocery,Target,2024-01-01 02:11:00,0
2341,T3341,C198,7.37,45.0,1,152.03,0,mobile,East,grocery,Starbucks,2024-01-01 07:20:45,0
2343,T3343,C150,43.82,43.0,1,120.3,0,mobile,South,food,BestBuy,2024-01-01 14:01:00,0
2344,T3344,C226,284.26,22.0,1,36.67,0,web,North,grocery,BestBuy,2024-01-01 04:35:55,0
2346,T3346,C143,113.53,26.0,1,-41.01,0,pos,West,electronics,BestBuy,2024-01-02 03:42:00,0
2347,T3347,C155,44.93,46.0,2,141.7,0,pos,South,electronics,Starbucks,2024-01-01 05:54:00,0
2358,T3358,C387,76.35,51.0,1,107.18,1,mobile,North,grocery,Target,2024-01-01 14:30:00,1
2362,T3362,C143,34.96,48.0,1,43.77,0,pos,East,travel,Amazon,2024-01-01 03:05:00,0
2370,T3370,C232,105.64,24.0,1,80.46,0,web,South,electronics,Walmart,2024-01-01 14:54:00,0
2374,T3374,C175,111.77,37.0,1,113.03,0,web,East,travel,Walmart,2024-01-01 06:16:00,0
2382,T3382,C234,248.45,52.0,1,22.33,0,pos,West,grocery,Target,2024-01-01 01:16:30,0
2383,T3383,C481,56.38,37.0,1,150.24,1,web,North,travel,Walmart,2024-01-01 23:16:00,0
2384,T3384,C408,38.4,35.0,1,24.74,0,pos,North,electronics,BestBuy,2024-01-01 04:34:00,0
2399,T3399,C478,101.31,53.0,1,70.15,0,pos,North,electronics,Amazon,2024-01-01 04:48:00,0
2403,T3403,C108,37.28,57.0,1,96.0,0,web,South,shopping,Walmart,2024-02-01 01:04:00,0
2415,T3415,C142,70.865,25.0,1,167.55,0,mobile,South,shopping,Target,2024-01-01 17:04:00,0
2417,T3417,C196,3.98,35.0,1,91.98,0,pos,East,shopping,Walmart,2024-01-01 19:58:51,0
2423,T3423,C350,61.35,66.0,1,116.92,0,mobile,South,shopping,BestBuy,2024-01-01 21:12:00,0
2433,T3433,C388,34.02,54.0,1,81.36,0,web,West,travel,Starbucks,2024-01-01 02:58:11,0
2434,T3434,C439,70.865,69.0,1,63.75,1,mobile,South,Unknown,BestBuy,2024-01-01 16:04:00,0
2438,T3438,C233,77.96,59.0,1,189.07,1,web,North,travel,BestBuy,2024-01-01 17:43:00,0
2442,T3442,C160,143.51,24.0,1,185.49,0,mobile,South,grocery,BestBuy,2024-01-01 19:03:00,0
2446,T3446,C158,30.02,28.0,1,55.7,0,mobile,North,electronics,Starbucks,2024-01-01 04:16:00,0
2452,T3452,C308,81.58,45.0,1,67.81,0,mobile,East,grocery,Walmart,2024-01-01 02:10:00,0
2456,T3456,C407,58.71,43.0,1,45.82,0,pos,South,grocery,Amazon,2024-01-01 23:40:00,0
2461,T3461,C471,212.29,50.0,1,108.48,0,pos,North,electronics,Walmart,2024-01-01 23:34:00,0
2466,T3466,C297,50.28,48.0,1,11.45,0,web,North,grocery,BestBuy,2024-01-01 06:20:00,0
2469,T3469,C340,78.31,48.0,1,125.27,0,pos,West,food,Target,2024-01-01 18:24:00,0
2470,T3470,C247,25.84,19.0,1,102.55,0,pos,East,food,Unknown,2024-01-01 20:44:00,0
2471,T3471,C428,70.865,56.0,1,108.52,0,mobile,North,travel,Starbucks,2024-01-01 19:47:00,0
2479,T3479,C383,158.09,19.0,1,-4.35,0,web,North,grocery,Walmart,2024-01-01 13:35:00,0
2480,T3480,C393,32.26,33.0,1,85.29,0,pos,South,travel,Amazon,2024-01-01 20:40:35,0
2484,T3484,C266,62.12,34.0,1,105.23,0,mobile,South,food,BestBuy,2024-01-01 15:46:00,0
2485,T3485,C152,70.865,38.0,1,92.77,0,pos,South,grocery,Target,2024-01-01 20:21:00,0
2487,T3487,C185,199.18,36.0,1,124.86,0,mobile,South,electronics,Amazon,2024-01-01 02:33:00,0
2488,T3488,C169,88.85,24.0,1,8.02,0,web,West,shopping,Walmart,2024-01-01 22:07:00,0
2490,T3490,C311,33.66,25.0,1,102.76,0,pos,South,food,Walmart,2024-01-01 05:32:00,0
2495,T3495,C360,67.79,28.0,1,126.05,0,mobile,South,travel,Unknown,2024-01-01 13:39:00,0
2501,T3501,C476,144.62,36.0,1,175.81,1,mobile,East,grocery,Starbucks,2024-01-01 02:09:00,0
2503,T3503,C125,312.46,60.0,1,161.61,0,mobile,South,grocery,Target,2024-01-01 15:31:09,0
2506,T3506,C297,192.39,56.0,1,108.35,0,web,West,shopping,Amazon,2024-01-01 03:41:00,0
2517,T3517,C232,64.79,42.0,1,157.94,0,web,East,shopping,BestBuy,2024-01-01 05:15:00,0
2519,T3519,C145,128.27,18.0,1,32.25,0,web,West,food,Amazon,2024-01-01 09:08:00,0
2523,T3523,C369,44.43,27.0,1,63.99,0,mobile,West,shopping,Starbucks,2024-01-01 11:59:00,0
2531,T3531,C477,176.3,43.0,1,116.71,0,pos,East,grocery,Unknown,2024-01-01 03:03:24,0
2538,T3538,C199,140.01,44.0,1,122.12,0,pos,West,electronics,Starbucks,2024-01-01 22:08:00,0
2544,T3544,C263,9.28,43.0,1,-11.42,0,pos,North,shopping,Starbucks,2024-01-01 18:02:00,0
2547,T3547,C261,52.35,42.0,1,25.81,0,mobile,East,electronics,Walmart,2024-01-01 14:33:54,0
2553,T3553,C201,295.05,23.0,1,34.77,0,pos,North,travel,Target,2024-01-02 02:51:00,0
2554,T3554,C168,7.51,69.0,1,164.25,0,pos,North,travel,BestBuy,2024-01-01 20:11:00,0
2555,T3555,C398,310.37,38.0,1,76.31,1,web,North,Unknown,Walmart,2024-01-01 11:05:07,1
2568,T3568,C259,162.7,43.0,1,108.48,0,mobile,East,Unknown,Target,2024-01-01 21:02:00,0
2578,T3578,C191,44.29,36.0,1,101.64,0,web,East,shopping,Starbucks,2024-01-01 03:59:00,0
2580,T3580,C136,13.12,43.0,1,189.16,0,pos,East,electronics,Amazon,2024-02-01 00:09:06,0
2587,T3587,C343,114.76,66.0,1,104.27,0,pos,North,Unknown,Starbucks,2024-01-01 04:37:00,0
2588,T3588,C448,27.7,44.0,1,170.47,0,pos,East,Unknown,Target,2024-01-01 00:12:00,0
2589,T3589,C252,125.16,43.0,1,100.96,0,mobile,North,travel,BestBuy,2024-01-01 13:14:00,0
2595,T3595,C348,149.32,31.0,1,173.57,0,pos,West,shopping,Walmart,2024-01-01 08:31:29,0
2600,T3600,C375,99.31,66.0,1,198.42,0,web,West,travel,Starbucks,2024-01-01 10:49:11,0
2601,T3601,C115,5.59,47.0,1,65.57,1,web,East,grocery,Amazon,2024-01-01 14:36:16,0
2606,T3606,C322,4.8,45.0,1,135.8,0,web,South,food,Unknown,2024-01-01 19:47:17,0
2613,T3613,C266,135.06,38.0,1,62.45,0,mobile,North,travel,BestBuy,2024-01-01 13:19:00,0
2614,T3614,C186,38.02,40.0,1,126.08,0,mobile,East,food,Amazon,2024-01-01 08:10:00,0
2615,T3615,C183,10.75,43.0,1,157.61,0,mobile,South,food,Walmart,2024-01-02 00:30:00,0
2617,T3617,C263,31.52,51.0,1,117.6,0,mobile,South,travel,Amazon,2024-01-01 05:20:00,0
2620,T3620,C460,155.56,43.0,1,68.86,0,mobile,West,travel,Starbucks,2024-01-01 14:33:13,0
2623,T3623,C117,240.73,43.0,1,70.65,0,mobile,East,travel,Starbucks,2024-01-01 14:20:00,0
2633,T3633,C114,18.27,67.0,1,215.6,1,web,North,Unknown,BestBuy,2024-01-01 16:49:00,1
2635,T3635,C496,109.78,58.0,1,137.11,0,mobile,South,food,Target,2024-01-01 05:20:00,0
2639,T3639,C120,121.25,43.0,2,118.82,0,pos,West,food,Amazon,2024-01-01 12:53:00,0
2647,T3647,C458,69.39,59.0,1,155.85,0,mobile,East,travel,Unknown,2024-01-01 15:59:00,0
2655,T3655,C231,53.87,59.0,1,70.17,0,pos,North,shopping,Target,2024-01-02 00:25:00,0
2658,T3658,C380,23.82,24.0,1,211.02,0,web,West,travel,Amazon,2024-01-01 09:01:00,0
2667,T3667,C401,105.45,43.0,1,25.64,0,pos,South,travel,Amazon,2024-02-01 02:06:51,0
2670,T3670,C342,103.52,58.0,1,195.04,0,web,East,shopping,BestBuy,2024-01-01 06:36:00,0
2677,T3677,C128,5.98,48.0,1,10.75,0,pos,West,food,Amazon,2024-01-01 22:35:00,0
2679,T3679,C223,70.865,20.0,1,104.7,0,mobile,West,travel,Target,2024-01-01 09:17:00,0
2681,T3681,C144,180.47,32.0,1,1.03,0,mobile,East,travel,Target,2024-01-01 15:26:00,0
2683,T3683,C461,47.66,69.0,1,128.17,0,mobile,East,food,Starbucks,2024-01-02 01:04:00,0
2689,T3689,C284,51.8,67.0,1,108.69,0,web,East,food,Walmart,2024-01-01 01:22:00,0
2691,T3691,C496,90.42,32.0,1,62.82,0,mobile,West,travel,Starbucks,2024-01-01 05:36:00,0
2704,T3704,C480,147.04,43.0,1,59.94,0,web,East,food,Amazon,2024-01-01 13:53:09,0
2705,T3705,C153,164.59,47.0,1,122.81,0,pos,North,travel,Amazon,2024-01-01 23:08:00,0
2706,T3706,C385,12.81,59.0,1,79.9,1,pos,South,grocery,Starbucks,2024-01-01 15:38:37,0
2725,T3725,C463,36.08,47.0,1,47.91,0,web,East,electronics,Walmart,2024-01-01 02:04:00,0
2731,T3731,C200,64.21,28.0,2,183.76,0,mobile,West,travel,Walmart,2024-01-01 10:04:00,0
2735,T3735,C440,153.8,33.0,1,165.33,0,web,West,Unknown,Amazon,2024-01-01 06:59:06,0
2739,T3739,C317,7.86,43.0,1,34.09,0,mobile,South,shopping,Unknown,2024-01-02 02:37:00,0
2742,T3742,C201,21.79,55.0,1,101.17,1,pos,South,travel,Walmart,2024-01-01 11:33:00,0
2743,T3743,C248,15.18,63.0,1,151.36,0,mobile,West,shopping,BestBuy,2024-01-01 08:09:00,0
2744,T3744,C320,97.4,18.0,1,39.61,0,mobile,West,food,Target,2024-01-01 22:17:00,0
2749,T3749,C354,101.05,60.0,1,124.03,1,web,West,food,Starbucks,2024-01-01 16:22:00,1
2753,T3753,C394,42.34,56.0,1,100.91,0,web,East,food,Target,2024-01-01 22:44:00,0
2754,T3754,C495,249.48,59.0,2,189.1,1,mobile,North,food,BestBuy,2024-01-01 05:25:53,1
2756,T3756,C326,63.49,46.0,1,98.52,0,web,West,grocery,Amazon,2024-01-01 10:52:00,0
2763,T3763,C241,59.36,29.0,1,66.18,0,web,West,food,Walmart,2024-01-01 09:12:00,0
2772,T3772,C423,70.865,68.0,1,57.2,0,pos,South,electronics,Walmart,2024-01-01 17:35:00,0
2773,T3773,C134,61.56,18.0,2,105.56,0,web,North,food,Target,2024-01-01 16:42:47,0
2776,T3776,C405,4.49,34.0,1,135.92,0,mobile,South,travel,Walmart,2024-01-01 19:37:00,0
2789,T3789,C484,70.865,37.0,1,74.38,0,pos,West,shopping,Starbucks,2024-01-01 19:25:48,0
2802,T3802,C240,287.71,56.0,1,95.1,0,pos,West,grocery,Walmart,2024-01-01 15:53:00,0
2803,T3803,C108,70.865,26.0,1,95.95,0,pos,West,shopping,BestBuy,2024-01-01 20:32:00,0
2814,T3814,C382,83.26,43.0,1,25.64,0,mobile,North,grocery,Walmart,2024-01-01 08:49:00,0
2819,T3819,C250,44.17,43.0,1,166.13,1,pos,South,shopping,Target,2024-01-01 13:21:08,0
2820,T3820,C498,260.63,39.0,1,57.03,0,web,South,shopping,Starbucks,2024-01-01 11:24:00,0
2827,T3827,C400,10.03,35.0,1,27.77,0,web,North,electronics,BestBuy,2024-01-01 15:18:00,0
2831,T3831,C307,108.6,21.0,2,116.18,0,pos,East,grocery,Unknown,2024-01-01 19:18:00,0
2837,T3837,C185,4.6,35.0,1,-4.91,1,mobile,South,travel,Target,2024-02-01 00:12:10,0
2840,T3840,C128,49.83,65.0,1,109.16,0,pos,North,shopping,Unknown,2024-01-01 02:43:00,0
2844,T3844,C260,86.07,45.0,1,110.39,1,pos,North,food,Unknown,2024-01-01 09:19:00,0
2847,T3847,C485,28.9,27.0,1,60.77,0,web,West,electronics,Target,2024-01-01 12:32:09,0
2857,T3857,C123,3.97,39.0,1,134.76,0,web,West,shopping,Amazon,2024-01-01 02:36:00,0
2859,T3859,C371,19.26,40.0,1,128.44,0,pos,South,shopping,Target,2024-01-01 05:00:50,0
2865,T3865,C438,86.77,58.0,1,112.66,0,pos,South,food,Target,2024-01-01 18:25:00,0
